practices.thisRepN,practices.thisTrialN,practices.thisN,practices.thisIndex,itext.started,itext.stopped,iconfirm.keys,iconfirm.rt,iconfirm.started,iconfirm.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.004545200034045,None,space,1.7956181999761611,10.004545200034045,None,001,001,2020_Nov_18_1556,Project,2020.2.5,143.563887360621,
