practices.thisRepN,practices.thisTrialN,practices.thisN,practices.thisIndex,itext.started,itext.stopped,iconfirm.keys,iconfirm.rt,iconfirm.started,iconfirm.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.04660929995589,None,space,0.8184373999829404,9.04660929995589,None,001,001,2020_Nov_18_1555,Project,2020.2.5,139.48402075981332,
