practices.thisRepN,practices.thisTrialN,practices.thisN,practices.thisIndex,itext.started,itext.stopped,iconfirm.keys,iconfirm.rt,iconfirm.started,iconfirm.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,22.27086920000147,None,space,0.877014399971813,22.27086920000147,None,001,001,2020_Nov_19_1510,Project,2020.2.5,143.21969328793963,
