practices.thisRepN,practices.thisTrialN,practices.thisN,practices.thisIndex,itext.started,itext.stopped,iconfirm.keys,iconfirm.rt,iconfirm.started,iconfirm.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,11.064668099978007,None,space,0.34135129989590496,11.064668099978007,None,1,001,2020_Nov_06_0157,Project,2020.2.5,None,
