practices.thisRepN,practices.thisTrialN,practices.thisN,practices.thisIndex,itext.started,itext.stopped,iconfirm.keys,iconfirm.rt,iconfirm.started,iconfirm.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,13.03676980000455,None,space,0.48437920003198087,13.03676980000455,None,1,001,2020_Nov_06_0200,Project,2020.2.5,None,
