practices.thisRepN,practices.thisTrialN,practices.thisN,practices.thisIndex,itext.started,itext.stopped,iconfirm.keys,iconfirm.rt,iconfirm.started,iconfirm.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,13.22966529999394,None,space,0.6425122000509873,13.22966529999394,None,1,001,2020_Nov_06_0144,Project,2020.2.5,143.63482288159813,
