practices.thisRepN,practices.thisTrialN,practices.thisN,practices.thisIndex,itext.started,itext.stopped,iconfirm.keys,iconfirm.rt,iconfirm.started,iconfirm.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,12.984680499997921,13.985612499993294,space,4.565002999966964,12.984680499997921,None,,001,2020_Nov_05_1626,Project,2020.2.5,147.82293774805166,
