practices.thisRepN,practices.thisTrialN,practices.thisN,practices.thisIndex,itext.started,itext.stopped,iconfirm.keys,iconfirm.rt,iconfirm.started,iconfirm.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,23.481071999995038,None,space,3.6124286000267603,23.481071999995038,None,01,001,2020_Nov_17_2044,Project,2020.2.5,None,
