practices.thisRepN,practices.thisTrialN,practices.thisN,practices.thisIndex,itext.started,itext.stopped,iconfirm.keys,iconfirm.rt,iconfirm.started,iconfirm.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.606859400053509,None,space,0.31422349996864796,8.606859400053509,None,1,001,2020_Nov_06_0149,Project,2020.2.5,145.012021368648,
