practices.thisRepN,practices.thisTrialN,practices.thisN,practices.thisIndex,itext.started,itext.stopped,iconfirm.keys,iconfirm.rt,iconfirm.started,iconfirm.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.760528999962844,None,space,5.0215909000253305,8.760528999962844,None,1,001,2020_Nov_06_0135,Project,2020.2.5,141.29402716962056,
