practices.thisRepN,practices.thisTrialN,practices.thisN,practices.thisIndex,itext.started,itext.stopped,iconfirm.keys,iconfirm.rt,iconfirm.started,iconfirm.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.30014810001012,None,space,0.5425923999864608,8.30014810001012,None,1,001,2020_Nov_06_0139,Project,2020.2.5,143.8261198021529,
